case,event,time,lifecycle:transition,amount,paymentAmount,expense,org:resource,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
A26515,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26516,Create Fine,2007/12/28 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26516,Payment,2008/01/26 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26517,Create Fine,2007/12/28 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26517,Send Fine,2008/02/09 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26517,Insert Fine Notification,2008/02/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26517,Add penalty,2008/04/19 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26517,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A2652,Create Fine,2006/08/17 00:00:00.000,COMPLETE,35.0,,,541,157,,,A,0.0,,NIL,0
A2652,Send Fine,2006/12/14 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A2652,Insert Fine Notification,2006/12/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A2652,Add penalty,2007/02/21 00:00:00.000,COMPLETE,71.5,,,,,,,,,,,
A2652,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26522,Create Fine,2007/12/29 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26522,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26522,Insert Fine Notification,2008/03/15 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26522,Add penalty,2008/05/14 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26522,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26523,Create Fine,2007/12/29 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26523,Send Fine,2008/02/09 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26524,Create Fine,2007/12/29 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26524,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26524,Insert Fine Notification,2008/03/14 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26524,Insert Date Appeal to Prefecture,2008/04/22 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26524,Add penalty,2008/05/13 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26524,Send Appeal to Prefecture,2008/05/22 00:00:00.000,COMPLETE,,,,,,,,,,,#,
A26527,Create Fine,2007/12/29 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26527,Send Fine,2008/02/09 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26527,Insert Fine Notification,2008/02/29 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26527,Add penalty,2008/04/29 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26527,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26528,Create Fine,2007/12/29 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26528,Payment,2008/01/08 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A2653,Create Fine,2006/08/17 00:00:00.000,COMPLETE,35.0,,,541,157,,,A,0.0,,NIL,0
A2653,Payment,2006/08/18 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A26530,Create Fine,2007/12/30 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26530,Send Fine,2008/02/09 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26532,Create Fine,2007/12/30 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26532,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,26.0,,,,,,,,,
A26532,Insert Fine Notification,2008/03/10 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26532,Insert Date Appeal to Prefecture,2008/03/27 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26532,Send Appeal to Prefecture,2008/04/23 00:00:00.000,COMPLETE,,,,,,,,,,,NIL,
A26532,Receive Result Appeal from Prefecture,2008/04/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26532,Notify Result Appeal to Offender,2008/05/05 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26532,Add penalty,2008/05/09 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26532,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26533,Create Fine,2007/12/30 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26533,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26537,Create Fine,2007/12/30 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26537,Payment,2008/01/03 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A2654,Create Fine,2006/08/17 00:00:00.000,COMPLETE,35.0,,,541,157,,,A,0.0,,NIL,0
A2654,Send Fine,2006/12/14 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A2654,Insert Fine Notification,2006/12/22 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A2654,Add penalty,2007/02/20 00:00:00.000,COMPLETE,71.5,,,,,,,,,,,
A2654,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26544,Create Fine,2007/12/30 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26544,Send Fine,2008/02/09 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26544,Insert Fine Notification,2008/02/18 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26544,Add penalty,2008/04/18 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26544,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26545,Create Fine,2007/12/30 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26545,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26545,Insert Fine Notification,2008/03/11 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26545,Add penalty,2008/05/10 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26545,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26546,Create Fine,2007/12/30 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26546,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26546,Insert Fine Notification,2008/03/21 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26546,Add penalty,2008/05/20 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26546,Payment,2008/09/01 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A26548,Create Fine,2008/01/04 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26548,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26548,Insert Fine Notification,2008/03/08 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26548,Add penalty,2008/05/07 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26548,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26553,Create Fine,2008/01/14 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26553,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26553,Insert Fine Notification,2008/03/11 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26553,Add penalty,2008/05/10 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26553,Payment,2008/09/12 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A26554,Create Fine,2008/01/14 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26554,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26556,Create Fine,2008/01/18 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26556,Payment,2008/02/28 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26556,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26556,Insert Fine Notification,2008/03/11 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26556,Add penalty,2008/05/10 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26556,Payment,2008/06/10 00:00:00.000,COMPLETE,,13.0,,,,,,,49.0,,,
A26557,Create Fine,2008/01/18 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26557,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26557,Insert Fine Notification,2008/03/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26557,Add penalty,2008/05/08 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26557,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26558,Create Fine,2008/01/18 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26558,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26558,Insert Fine Notification,2008/03/10 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26558,Add penalty,2008/05/09 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26558,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26559,Create Fine,2008/01/18 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26559,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26559,Insert Fine Notification,2008/03/10 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26559,Add penalty,2008/05/09 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26559,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26560,Create Fine,2008/01/18 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26560,Payment,2008/01/25 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26565,Create Fine,2008/01/28 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26565,Payment,2008/01/29 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26568,Create Fine,2008/01/28 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26568,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26568,Insert Fine Notification,2008/03/10 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26568,Add penalty,2008/05/09 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26568,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26569,Create Fine,2008/01/28 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26569,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26569,Insert Fine Notification,2008/03/27 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26569,Add penalty,2008/05/26 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26569,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A2657,Create Fine,2006/08/18 00:00:00.000,COMPLETE,35.0,,,541,157,,,A,0.0,,NIL,0
A2657,Payment,2006/08/18 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A26570,Create Fine,2008/01/28 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26570,Payment,2008/01/30 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26571,Create Fine,2008/01/28 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26571,Payment,2008/01/29 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26572,Create Fine,2008/01/28 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26572,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26572,Insert Fine Notification,2008/03/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26572,Add penalty,2008/05/18 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26572,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26573,Create Fine,2008/01/28 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26573,Payment,2008/02/01 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26574,Create Fine,2008/01/28 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26574,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26576,Create Fine,2008/02/01 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26576,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26576,Insert Fine Notification,2008/04/30 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26576,Add penalty,2008/06/29 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26576,Payment,2008/07/14 00:00:00.000,COMPLETE,,49.0,,,,,,,49.0,,,
A26576,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26578,Create Fine,2008/02/01 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26578,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26580,Create Fine,2008/02/01 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26580,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26580,Insert Fine Notification,2008/04/28 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26580,Add penalty,2008/06/27 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26580,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26581,Create Fine,2008/02/05 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26581,Payment,2008/02/19 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26583,Create Fine,2008/02/05 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26583,Payment,2008/02/12 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26584,Create Fine,2008/02/05 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26584,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26586,Create Fine,2008/02/05 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26586,Payment,2008/02/06 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26587,Create Fine,2008/02/05 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26587,Payment,2008/02/06 00:00:00.000,COMPLETE,,22.0,,,,,,,22.0,,,
A26588,Create Fine,2008/02/05 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26588,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26588,Insert Fine Notification,2008/05/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26588,Add penalty,2008/07/08 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26588,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26589,Create Fine,2008/02/06 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26589,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26589,Insert Fine Notification,2008/04/28 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26589,Add penalty,2008/06/27 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26589,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A2659,Create Fine,2006/08/22 00:00:00.000,COMPLETE,35.0,,,541,157,,,A,0.0,,NIL,0
A2659,Send Fine,2006/12/14 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A26591,Create Fine,2008/02/06 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26591,Payment,2008/02/07 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26593,Create Fine,2008/02/06 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26593,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26595,Create Fine,2008/02/12 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26595,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26595,Insert Fine Notification,2008/05/10 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26595,Add penalty,2008/07/09 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26595,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26596,Create Fine,2008/02/12 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26596,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26596,Insert Fine Notification,2008/05/08 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26596,Add penalty,2008/07/07 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26596,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26597,Create Fine,2008/02/12 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26597,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26597,Insert Fine Notification,2008/04/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26597,Add penalty,2008/06/22 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26597,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26598,Create Fine,2008/02/12 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26598,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,26.0,,,,,,,,,
A26598,Insert Fine Notification,2008/04/26 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26598,Insert Date Appeal to Prefecture,2008/05/05 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26598,Send Appeal to Prefecture,2008/06/16 00:00:00.000,COMPLETE,,,,,,,,,,,NIL,
A26598,Receive Result Appeal from Prefecture,2008/06/23 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26598,Add penalty,2008/06/25 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26598,Notify Result Appeal to Offender,2008/06/27 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26598,Payment,2009/08/12 00:00:00.000,COMPLETE,,98.0,,,,,,,98.0,,,
A26599,Create Fine,2008/02/12 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26599,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26599,Insert Fine Notification,2008/05/05 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26599,Add penalty,2008/07/04 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26599,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26600,Create Fine,2008/02/12 00:00:00.000,COMPLETE,36.0,,,538,157,,,A,0.0,,NIL,0
A26600,Payment,2008/03/19 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26601,Create Fine,2008/02/24 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26601,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26601,Payment,2008/06/20 00:00:00.000,COMPLETE,,49.0,,,,,,,49.0,,,
A26603,Create Fine,2008/02/24 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26603,Payment,2008/03/01 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26609,Create Fine,2008/02/24 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26609,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,18.6,,,,,,,,,
A26611,Create Fine,2008/02/25 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26611,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26611,Insert Fine Notification,2008/06/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26611,Add penalty,2008/08/08 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26611,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26612,Create Fine,2008/02/25 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26612,Send Fine,2008/10/11 00:00:00.000,COMPLETE,,,24.2,,,,,,,,,
A26612,Insert Fine Notification,2008/10/18 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26612,Add penalty,2008/12/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26612,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26615,Create Fine,2008/02/26 00:00:00.000,COMPLETE,22.0,,,537,7,,,A,0.0,,NIL,0
A26615,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26615,Insert Fine Notification,2008/05/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26615,Add penalty,2008/07/08 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26615,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26618,Create Fine,2008/02/26 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26618,Payment,2008/02/26 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A2662,Create Fine,2006/08/22 00:00:00.000,COMPLETE,35.0,,,541,157,,,A,0.0,,NIL,0
A2662,Payment,2006/08/24 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A26620,Create Fine,2008/02/26 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26620,Payment,2008/02/28 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26622,Create Fine,2008/02/28 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26622,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26623,Create Fine,2008/02/28 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26623,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26624,Create Fine,2008/02/28 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26624,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26624,Insert Fine Notification,2008/04/30 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26624,Add penalty,2008/06/29 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26624,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26625,Create Fine,2008/02/28 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26625,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26626,Create Fine,2008/02/28 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26626,Payment,2008/02/28 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26628,Create Fine,2008/02/28 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26628,Payment,2008/03/26 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26629,Create Fine,2008/02/28 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26629,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26629,Insert Fine Notification,2008/06/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26629,Add penalty,2008/08/08 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26629,Payment,2008/10/13 00:00:00.000,COMPLETE,,49.0,,,,,,,49.0,,,
A26629,Payment,2008/11/20 00:00:00.000,COMPLETE,,38.0,,,,,,,87.0,,,
A2663,Create Fine,2006/08/12 00:00:00.000,COMPLETE,35.0,,,541,157,,,A,0.0,,NIL,0
A2663,Payment,2006/08/23 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A26630,Create Fine,2008/02/28 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26630,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26631,Create Fine,2008/02/28 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26631,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26631,Insert Fine Notification,2008/06/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26631,Add penalty,2008/08/22 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26631,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26632,Create Fine,2008/02/29 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26632,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26633,Create Fine,2008/02/29 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26633,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26633,Insert Fine Notification,2008/06/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26633,Add penalty,2008/08/18 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26633,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26637,Create Fine,2008/02/29 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26637,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26638,Create Fine,2008/02/29 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26638,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26639,Create Fine,2008/02/29 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26639,Payment,2008/03/03 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26640,Create Fine,2008/02/29 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
