case,event,time,lifecycle:transition,amount,paymentAmount,expense,org:resource,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points,TimeUnix
A30249,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1246320000
A30249,Payment,00:00.0,COMPLETE,,38,,,,,,,38,,,,1246492800
A3025,Create Fine,00:00.0,COMPLETE,35,,,562,157,,,A,0,,NIL,0,1156896000
A3025,Send Fine,00:00.0,COMPLETE,,,16.6,,,,,,,,,,1175644800
A3025,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1176422400
A3025,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1181606400
A3025,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A30250,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1246320000
A30250,Payment,00:00.0,COMPLETE,,38,,,,,,,38,,,,1246838400
A30251,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1215388800
A30251,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1215388800
A30253,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1215388800
A30253,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1215475200
A30259,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1215734400
A30259,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1221091200
A30259,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1222128000
A30259,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1227312000
A30259,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A3026,Create Fine,00:00.0,COMPLETE,35,,,562,157,,,A,0,,NIL,0,1156896000
A3026,Payment,00:00.0,COMPLETE,,35,,,,,,,35,,,,1156982400
A30260,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1215734400
A30260,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1221091200
A30260,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1222128000
A30260,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1227312000
A30260,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30262,Create Fine,00:00.0,COMPLETE,22,,,538,7,,,A,0,,NIL,0,1215734400
A30262,Payment,00:00.0,COMPLETE,,22,,,,,,,22,,,,1217203200
A30265,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1216166400
A30265,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1221091200
A30265,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1223078400
A30265,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1228262400
A30265,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30267,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1216166400
A30267,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1221091200
A30268,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1216166400
A30268,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1221091200
A30270,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1216339200
A30270,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1223683200
A30270,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1226102400
A30270,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1230854400
A30270,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1231286400
A30270,Payment,00:00.0,COMPLETE,,87.5,,,,,,,87.5,,,,1268352000
A30272,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1216339200
A30272,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1223683200
A30273,Create Fine,00:00.0,COMPLETE,22,,,538,7,,,A,0,,NIL,0,1216339200
A30273,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1223683200
A30273,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1226275200
A30273,Add penalty,00:00.0,COMPLETE,44,,,,,,,,,,,,1231459200
A30273,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30274,Create Fine,00:00.0,COMPLETE,22,,,538,7,,,A,0,,NIL,0,1216339200
A30274,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1223683200
A30274,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1224460800
A30274,Add penalty,00:00.0,COMPLETE,44,,,,,,,,,,,,1229644800
A30274,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30275,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1216339200
A30275,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1223683200
A30277,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1216339200
A30277,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1223683200
A30277,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1224633600
A30277,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1229817600
A30277,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A3028,Create Fine,00:00.0,COMPLETE,35,,,562,157,,,A,0,,NIL,0,1156896000
A3028,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166140800
A3028,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1166745600
A3028,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1171929600
A3028,Payment,00:00.0,COMPLETE,,46,,,,,,,46,,,,1172620800
A3028,Payment,00:00.0,COMPLETE,,36.5,,,,,,,82.5,,,,1176854400
A30282,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1217030400
A30282,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1218412800
A30285,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1217030400
A30285,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1223683200
A30285,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1225324800
A30285,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1230508800
A30285,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30286,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1217030400
A30286,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1223683200
A30287,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1217030400
A30287,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1223683200
A3029,Create Fine,00:00.0,COMPLETE,35,,,562,157,,,A,0,,NIL,0,1156982400
A3029,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166140800
A3029,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1166745600
A3029,Payment,00:00.0,COMPLETE,,35,,,,,,,35,,,,1170460800
A3029,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1171929600
A3029,Payment,00:00.0,COMPLETE,,11,,,,,,,46,,,,1173052800
A30290,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1217030400
A30290,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1217116800
A30291,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1217030400
A30291,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1223683200
A30291,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1224460800
A30291,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1229644800
A30291,Payment,00:00.0,COMPLETE,,49.5,,,,,,,49.5,,,,1229644800
A30292,Create Fine,00:00.0,COMPLETE,22,,,538,7,,,A,0,,NIL,0,1217289600
A30292,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1224547200
A30292,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1225152000
A30292,Add penalty,00:00.0,COMPLETE,44,,,,,,,,,,,,1230336000
A30292,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30294,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1217289600
A30294,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1224547200
A30294,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1226966400
A30294,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1232150400
A30294,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30295,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1217289600
A30295,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1217980800
A30299,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1217376000
A30299,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1222300800
A303,Create Fine,00:00.0,COMPLETE,35,,,559,157,,,A,0,,NIL,0,1154390400
A303,Payment,00:00.0,COMPLETE,,35,,,,,,,35,,,,1154736000
A30300,Create Fine,00:00.0,COMPLETE,36,,,538,157,,,A,0,,NIL,0,1217376000
A30300,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1224547200
A30300,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1226880000
A30300,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1232064000
A30300,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30303,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214265600
A30303,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30304,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214265600
A30304,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30304,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1220832000
A30304,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226016000
A30304,Payment,00:00.0,COMPLETE,,87.5,,,,,,,87.5,,,,1249084800
A30305,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214265600
A30305,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30305,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1221782400
A30305,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226966400
A30305,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30306,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214265600
A30306,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1219795200
A3031,Create Fine,00:00.0,COMPLETE,35,,,562,157,,,A,0,,NIL,0,1156982400
A3031,Send Fine,00:00.0,COMPLETE,,,16.6,,,,,,,,,,1175644800
A3031,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1176422400
A3031,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1181606400
A3031,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A30310,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214265600
A30310,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1214784000
A30313,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214438400
A30313,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30313,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1220832000
A30313,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1223337600
A30313,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226016000
A30313,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,#,,1226016000
A30314,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214438400
A30314,Send Fine,00:00.0,COMPLETE,,,19.1,,,,,,,,,,1228867200
A30314,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1229904000
A30314,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1235088000
A30314,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30315,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214438400
A30315,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30317,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214438400
A30317,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30317,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1221004800
A30317,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226188800
A30317,Payment,00:00.0,COMPLETE,,49.5,,,,,,,49.5,,,,1226880000
A30317,Payment,00:00.0,COMPLETE,,38,,,,,,,87.5,,,,1249084800
A30318,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214438400
A30318,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30320,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214611200
A30320,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1214956800
A30321,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214524800
A30321,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1214956800
A30322,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214611200
A30322,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30323,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214611200
A30323,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30323,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1221696000
A30323,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226880000
A30323,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30325,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214611200
A30325,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30325,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1220832000
A30325,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226016000
A30325,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30326,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214611200
A30326,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30326,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1222041600
A30326,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1227225600
A30326,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A3033,Create Fine,00:00.0,COMPLETE,21,,,562,7,,,A,0,,NIL,0,1155859200
A3033,Send Fine,00:00.0,COMPLETE,,,16.6,,,,,,,,,,1175644800
A3033,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1176422400
A3033,Add penalty,00:00.0,COMPLETE,42.5,,,,,,,,,,,,1181606400
A3033,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A30330,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214784000
A30330,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30330,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1221696000
A30330,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226880000
A30330,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30333,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214784000
A30333,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30333,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1221696000
A30333,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226880000
A30333,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30334,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214784000
A30334,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1214870400
A30337,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214870400
A30337,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1221091200
A30338,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214870400
A30338,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1221091200
A30338,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1222041600
A30338,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1227225600
A30338,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A3034,Create Fine,00:00.0,COMPLETE,21,,,562,7,,,A,0,,NIL,0,1155945600
A3034,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A30342,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214956800
A30342,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1221091200
A30342,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1223164800
A30342,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1228348800
A30342,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30343,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214956800
A30343,Send Fine,00:00.0,COMPLETE,,,26,,,,,,,,,,1221091200
A30343,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1222128000
A30343,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1226534400
A30343,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1227312000
A30343,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,NIL,,1229299200
A30343,Receive Result Appeal from Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1241049600
A30343,Notify Result Appeal to Offender,00:00.0,COMPLETE,,,,,,,,,,,,,1241827200
A30343,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30345,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214956800
A30345,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1215388800
A30346,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214956800
A30346,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1221091200
A30347,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214956800
A30347,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1221091200
A30348,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1214956800
A30348,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1221091200
A30348,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1223251200
A30348,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1228435200
A30348,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30349,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1215302400
A30349,Send Fine,00:00.0,COMPLETE,,,19.1,,,,,,,,,,1228867200
A3036,Create Fine,00:00.0,COMPLETE,21,,,562,7,,,A,0,,NIL,0,1156032000
A3036,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A3037,Create Fine,00:00.0,COMPLETE,21,,,562,7,,,A,0,,NIL,0,1156032000
A3037,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A3037,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1167609600
A3037,Add penalty,00:00.0,COMPLETE,42.5,,,,,,,,,,,,1172793600
A3037,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A3038,Create Fine,00:00.0,COMPLETE,21,,,562,7,,,A,0,,NIL,0,1156032000
A3038,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A3039,Create Fine,00:00.0,COMPLETE,21,,,562,7,,,A,0,,NIL,0,1156204800
A3039,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A3040,Create Fine,00:00.0,COMPLETE,21,,,562,7,,,A,0,,NIL,0,1156291200
A3040,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A3040,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1166745600
A3040,Add penalty,00:00.0,COMPLETE,42.5,,,,,,,,,,,,1171929600
A3040,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A30401,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211846400
A30401,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1217376000
A30401,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1217980800
A30401,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1223164800
A30401,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30407,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1212192000
A30407,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1217376000
A30407,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1218672000
A30407,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1223856000
A30407,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30408,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1212192000
A30408,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1217376000
A30408,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1217894400
A30408,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1223078400
A30408,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30410,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1212192000
A30410,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1217376000
A30412,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1212192000
A30412,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1212796800
A30417,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1212192000
A30417,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1217376000
A30417,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1217894400
A30417,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1223078400
A30417,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30419,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1212278400
A30419,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1217376000
A30419,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1217894400
A30419,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1223078400
A30419,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30421,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1212278400
A30421,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1213660800
A30422,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1212278400
A30422,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1212969600
A30423,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1212278400
A30423,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1217376000
A30425,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1212278400
A30425,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1217376000
A30425,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1218758400
A30425,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1223942400
A30425,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1250640000
A30426,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1212278400
A30426,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1217376000
A30426,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1218844800
A30426,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1224028800
A30426,Payment,00:00.0,COMPLETE,,49,,,,,,,49,,,,1225152000
A30426,Payment,00:00.0,COMPLETE,,38,,,,,,,87,,,,1227052800
A30427,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1212278400
A30427,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1217376000
A30427,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1217894400
A30427,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1223078400
A30427,Payment,00:00.0,COMPLETE,,49,,,,,,,49,,,,1223078400
A30429,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1212278400
A30429,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1212537600
A3043,Create Fine,00:00.0,COMPLETE,21,,,562,7,,,A,0,,NIL,0,1156377600
A3043,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A3043,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1166745600
A3043,Add penalty,00:00.0,COMPLETE,42.5,,,,,,,,,,,,1171929600
A3043,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A30432,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1212364800
A30432,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1217376000
A30432,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1217894400
A30432,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1223078400
A30432,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1248134400
A30433,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1212364800
A30433,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1217376000
A30433,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1218067200
A30433,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1223251200
